cross-validation	config	run	label	precision	recall	f1	support	algo	dataset1	dataset2
False	3	1	PER	0.00000	0.00000	0.00000	669	CRF	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	3	1	LOC	0.00000	0.00000	0.00000	244	CRF	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	3	1	ORG	0.00000	0.00000	0.00000	87	CRF	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	3	1	PER	0.00000	0.00000	0.00000	561	CRF	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	3	1	LOC	0.00000	0.00000	0.00000	158	CRF	ner.txt.horus	2015.conll.freebase.horus
False	3	1	ORG	0.00000	0.00000	0.00000	49	CRF	ner.txt.horus	2015.conll.freebase.horus
False	3	1	PER	0.55556	0.03704	0.06944	270	CRF	ner.txt.horus	2015.conll.freebase.horus
False	3	1	LOC	0.33333	0.00180	0.00358	1110	CRF	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	3	1	ORG	0.00000	0.00000	0.00000	906	CRF	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	3	1	PER	0.14783	0.02155	0.03761	789	CRF	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
True	3	1	LOC	0.00000	0.00000	0.00000	68	CRF	ner.txt.horus	ner.txt.horus
True	3	1	ORG	0.00000	0.00000	0.00000	28	CRF	ner.txt.horus	ner.txt.horus
True	3	1	PER	0.37500	0.06081	0.10465	148	CRF	ner.txt.horus	ner.txt.horus
True	3	2	LOC	0.00000	0.00000	0.00000	54	CRF	ner.txt.horus	ner.txt.horus
True	3	2	ORG	0.00000	0.00000	0.00000	38	CRF	ner.txt.horus	ner.txt.horus
True	3	2	PER	0.00000	0.00000	0.00000	124	CRF	ner.txt.horus	ner.txt.horus
True	3	3	LOC	0.33333	0.01613	0.03077	62	CRF	ner.txt.horus	ner.txt.horus
True	3	3	ORG	0.00000	0.00000	0.00000	41	CRF	ner.txt.horus	ner.txt.horus
True	3	3	PER	0.40000	0.06154	0.10667	130	CRF	ner.txt.horus	ner.txt.horus
True	3	4	LOC	0.00000	0.00000	0.00000	80	CRF	ner.txt.horus	ner.txt.horus
True	3	4	ORG	0.00000	0.00000	0.00000	39	CRF	ner.txt.horus	ner.txt.horus
True	3	4	PER	0.54545	0.05000	0.09160	120	CRF	ner.txt.horus	ner.txt.horus
True	3	5	LOC	1.00000	0.01639	0.03226	61	CRF	ner.txt.horus	ner.txt.horus
True	3	5	ORG	0.00000	0.00000	0.00000	54	CRF	ner.txt.horus	ner.txt.horus
True	3	5	PER	0.58333	0.04487	0.08333	156	CRF	ner.txt.horus	ner.txt.horus
False	3	1	LOC	0.00000	0.00000	0.00000	244	CRF	ner.txt.horus	emerging.test.annotated.horus
False	3	1	ORG	0.00000	0.00000	0.00000	87	CRF	ner.txt.horus	emerging.test.annotated.horus
False	3	1	PER	0.16667	0.00713	0.01368	561	CRF	ner.txt.horus	emerging.test.annotated.horus
False	3	1	LOC	0.00000	0.00000	0.00000	158	CRF	emerging.test.annotated.horus	2015.conll.freebase.horus
False	3	1	ORG	0.00000	0.00000	0.00000	49	CRF	emerging.test.annotated.horus	2015.conll.freebase.horus
False	3	1	PER	0.00000	0.00000	0.00000	270	CRF	emerging.test.annotated.horus	2015.conll.freebase.horus
False	3	1	LOC	0.00000	0.00000	0.00000	1110	CRF	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	3	1	ORG	0.00000	0.00000	0.00000	906	CRF	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	3	1	PER	0.00000	0.00000	0.00000	789	CRF	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	3	1	LOC	0.00000	0.00000	0.00000	328	CRF	emerging.test.annotated.horus	ner.txt.horus
False	3	1	ORG	0.00000	0.00000	0.00000	205	CRF	emerging.test.annotated.horus	ner.txt.horus
False	3	1	PER	0.00000	0.00000	0.00000	669	CRF	emerging.test.annotated.horus	ner.txt.horus
True	3	1	LOC	0.00000	0.00000	0.00000	56	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	1	ORG	0.00000	0.00000	0.00000	21	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	1	PER	0.00000	0.00000	0.00000	103	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	2	LOC	0.00000	0.00000	0.00000	53	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	2	ORG	0.00000	0.00000	0.00000	19	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	2	PER	0.25000	0.00971	0.01869	103	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	3	LOC	0.00000	0.00000	0.00000	63	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	3	ORG	0.00000	0.00000	0.00000	23	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	3	PER	0.00000	0.00000	0.00000	122	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	4	LOC	0.00000	0.00000	0.00000	50	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	4	ORG	0.00000	0.00000	0.00000	10	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	4	PER	0.00000	0.00000	0.00000	117	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	5	LOC	0.00000	0.00000	0.00000	32	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	5	ORG	0.00000	0.00000	0.00000	28	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	3	5	PER	0.00000	0.00000	0.00000	136	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	1	LOC	0.00000	0.00000	0.00000	21	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	1	ORG	0.00000	0.00000	0.00000	13	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	1	PER	1.00000	0.02083	0.04082	48	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	2	LOC	0.00000	0.00000	0.00000	35	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	2	ORG	0.00000	0.00000	0.00000	13	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	2	PER	0.50000	0.03846	0.07143	52	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	3	LOC	0.00000	0.00000	0.00000	14	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	3	ORG	0.00000	0.00000	0.00000	16	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	3	PER	0.00000	0.00000	0.00000	43	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	4	LOC	0.00000	0.00000	0.00000	26	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	4	ORG	0.00000	0.00000	0.00000	8	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	4	PER	0.00000	0.00000	0.00000	67	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	5	LOC	0.00000	0.00000	0.00000	23	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	5	ORG	0.00000	0.00000	0.00000	12	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	4	5	PER	0.00000	0.00000	0.00000	55	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
False	4	1	LOC	0.00000	0.00000	0.00000	1110	CRF	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	ORG	0.00000	0.00000	0.00000	906	CRF	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	PER	0.22222	0.02281	0.04138	789	CRF	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	LOC	0.00000	0.00000	0.00000	328	CRF	2015.conll.freebase.horus	ner.txt.horus
False	4	1	ORG	0.00000	0.00000	0.00000	205	CRF	2015.conll.freebase.horus	ner.txt.horus
False	4	1	PER	0.56250	0.02691	0.05136	669	CRF	2015.conll.freebase.horus	ner.txt.horus
False	4	1	LOC	0.00000	0.00000	0.00000	244	CRF	2015.conll.freebase.horus	emerging.test.annotated.horus
False	4	1	ORG	0.00000	0.00000	0.00000	87	CRF	2015.conll.freebase.horus	emerging.test.annotated.horus
False	4	1	PER	0.13333	0.00357	0.00694	561	CRF	2015.conll.freebase.horus	emerging.test.annotated.horus
False	4	1	LOC	0.15000	0.01899	0.03371	158	CRF	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	4	1	ORG	0.00000	0.00000	0.00000	49	CRF	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	4	1	PER	0.00000	0.00000	0.00000	270	CRF	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
True	4	1	LOC	0.48148	0.05579	0.10000	233	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	1	ORG	0.00000	0.00000	0.00000	180	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	1	PER	0.00000	0.00000	0.00000	151	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	2	LOC	0.57143	0.01600	0.03113	250	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	2	ORG	0.00000	0.00000	0.00000	176	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	2	PER	0.00000	0.00000	0.00000	163	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	3	LOC	0.56000	0.05738	0.10409	244	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	3	ORG	0.00000	0.00000	0.00000	162	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	3	PER	0.00000	0.00000	0.00000	169	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	4	LOC	0.53571	0.06466	0.11538	232	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	4	ORG	0.00000	0.00000	0.00000	201	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	4	PER	0.00000	0.00000	0.00000	139	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	5	LOC	0.37931	0.05882	0.10185	187	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	5	ORG	0.00000	0.00000	0.00000	202	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	5	PER	0.00000	0.00000	0.00000	154	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	LOC	0.27778	0.04573	0.07853	328	CRF	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	4	1	ORG	0.00000	0.00000	0.00000	205	CRF	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	4	1	PER	0.00000	0.00000	0.00000	669	CRF	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	4	1	LOC	0.07692	0.00410	0.00778	244	CRF	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	4	1	ORG	0.00000	0.00000	0.00000	87	CRF	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	4	1	PER	0.00000	0.00000	0.00000	561	CRF	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	4	1	LOC	0.00000	0.00000	0.00000	158	CRF	ner.txt.horus	2015.conll.freebase.horus
False	4	1	ORG	0.00000	0.00000	0.00000	49	CRF	ner.txt.horus	2015.conll.freebase.horus
False	4	1	PER	0.49180	0.11111	0.18127	270	CRF	ner.txt.horus	2015.conll.freebase.horus
False	4	1	LOC	0.00000	0.00000	0.00000	1110	CRF	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	ORG	0.00000	0.00000	0.00000	906	CRF	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	PER	0.33206	0.11027	0.16556	789	CRF	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
True	4	1	LOC	1.00000	0.01471	0.02899	68	CRF	ner.txt.horus	ner.txt.horus
True	4	1	ORG	0.00000	0.00000	0.00000	28	CRF	ner.txt.horus	ner.txt.horus
True	4	1	PER	0.47222	0.11486	0.18478	148	CRF	ner.txt.horus	ner.txt.horus
True	4	2	LOC	0.00000	0.00000	0.00000	54	CRF	ner.txt.horus	ner.txt.horus
True	4	2	ORG	0.00000	0.00000	0.00000	38	CRF	ner.txt.horus	ner.txt.horus
True	4	2	PER	0.33333	0.01613	0.03077	124	CRF	ner.txt.horus	ner.txt.horus
True	4	3	LOC	1.00000	0.01613	0.03175	62	CRF	ner.txt.horus	ner.txt.horus
True	4	3	ORG	0.00000	0.00000	0.00000	41	CRF	ner.txt.horus	ner.txt.horus
True	4	3	PER	0.62500	0.15385	0.24691	130	CRF	ner.txt.horus	ner.txt.horus
True	4	4	LOC	0.00000	0.00000	0.00000	80	CRF	ner.txt.horus	ner.txt.horus
True	4	4	ORG	0.00000	0.00000	0.00000	39	CRF	ner.txt.horus	ner.txt.horus
True	4	4	PER	0.46667	0.11667	0.18667	120	CRF	ner.txt.horus	ner.txt.horus
True	4	5	LOC	0.00000	0.00000	0.00000	61	CRF	ner.txt.horus	ner.txt.horus
True	4	5	ORG	0.00000	0.00000	0.00000	54	CRF	ner.txt.horus	ner.txt.horus
True	4	5	PER	0.61538	0.15385	0.24615	156	CRF	ner.txt.horus	ner.txt.horus
False	4	1	LOC	0.00000	0.00000	0.00000	244	CRF	ner.txt.horus	emerging.test.annotated.horus
False	4	1	ORG	0.00000	0.00000	0.00000	87	CRF	ner.txt.horus	emerging.test.annotated.horus
False	4	1	PER	0.30612	0.02674	0.04918	561	CRF	ner.txt.horus	emerging.test.annotated.horus
False	4	1	LOC	0.08696	0.02532	0.03922	158	CRF	emerging.test.annotated.horus	2015.conll.freebase.horus
False	4	1	ORG	0.00000	0.00000	0.00000	49	CRF	emerging.test.annotated.horus	2015.conll.freebase.horus
False	4	1	PER	0.51852	0.05185	0.09428	270	CRF	emerging.test.annotated.horus	2015.conll.freebase.horus
False	4	1	LOC	0.18135	0.03153	0.05372	1110	CRF	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	ORG	0.00000	0.00000	0.00000	906	CRF	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	PER	0.26712	0.04943	0.08342	789	CRF	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	4	1	LOC	0.05882	0.01220	0.02020	328	CRF	emerging.test.annotated.horus	ner.txt.horus
False	4	1	ORG	0.00000	0.00000	0.00000	205	CRF	emerging.test.annotated.horus	ner.txt.horus
False	4	1	PER	0.35417	0.02541	0.04742	669	CRF	emerging.test.annotated.horus	ner.txt.horus
True	4	1	LOC	1.00000	0.01786	0.03509	56	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	1	ORG	0.00000	0.00000	0.00000	21	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	1	PER	0.00000	0.00000	0.00000	103	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	2	LOC	0.00000	0.00000	0.00000	53	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	2	ORG	0.00000	0.00000	0.00000	19	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	2	PER	0.00000	0.00000	0.00000	103	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	3	LOC	0.00000	0.00000	0.00000	63	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	3	ORG	0.00000	0.00000	0.00000	23	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	3	PER	0.25000	0.00820	0.01587	122	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	4	LOC	1.00000	0.02000	0.03922	50	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	4	ORG	0.00000	0.00000	0.00000	10	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	4	PER	0.50000	0.01709	0.03306	117	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	5	LOC	0.00000	0.00000	0.00000	32	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	5	ORG	0.00000	0.00000	0.00000	28	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	4	5	PER	0.00000	0.00000	0.00000	136	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	1	LOC	0.00000	0.00000	0.00000	21	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	1	ORG	0.00000	0.00000	0.00000	13	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	1	PER	0.00000	0.00000	0.00000	48	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	2	LOC	0.00000	0.00000	0.00000	35	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	2	ORG	0.00000	0.00000	0.00000	13	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	2	PER	0.00000	0.00000	0.00000	52	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	3	LOC	0.00000	0.00000	0.00000	14	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	3	ORG	0.00000	0.00000	0.00000	16	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	3	PER	0.00000	0.00000	0.00000	43	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	4	LOC	0.00000	0.00000	0.00000	26	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	4	ORG	0.00000	0.00000	0.00000	8	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	4	PER	0.00000	0.00000	0.00000	67	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	5	LOC	0.00000	0.00000	0.00000	23	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	5	ORG	0.00000	0.00000	0.00000	12	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
True	5	5	PER	0.00000	0.00000	0.00000	55	CRF	2015.conll.freebase.horus	2015.conll.freebase.horus
False	5	1	LOC	0.00000	0.00000	0.00000	1110	CRF	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	ORG	0.00000	0.00000	0.00000	906	CRF	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	PER	0.00000	0.00000	0.00000	789	CRF	2015.conll.freebase.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	LOC	0.00000	0.00000	0.00000	328	CRF	2015.conll.freebase.horus	ner.txt.horus
False	5	1	ORG	0.00000	0.00000	0.00000	205	CRF	2015.conll.freebase.horus	ner.txt.horus
False	5	1	PER	0.00000	0.00000	0.00000	669	CRF	2015.conll.freebase.horus	ner.txt.horus
False	5	1	LOC	0.00000	0.00000	0.00000	244	CRF	2015.conll.freebase.horus	emerging.test.annotated.horus
False	5	1	ORG	0.00000	0.00000	0.00000	87	CRF	2015.conll.freebase.horus	emerging.test.annotated.horus
False	5	1	PER	0.00000	0.00000	0.00000	561	CRF	2015.conll.freebase.horus	emerging.test.annotated.horus
False	5	1	LOC	0.00000	0.00000	0.00000	158	CRF	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	5	1	ORG	0.00000	0.00000	0.00000	49	CRF	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
False	5	1	PER	0.00000	0.00000	0.00000	270	CRF	2016.conll.freebase.ascii.txt.horus	2015.conll.freebase.horus
True	5	1	LOC	0.00000	0.00000	0.00000	233	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	1	ORG	0.00000	0.00000	0.00000	180	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	1	PER	0.00000	0.00000	0.00000	151	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	2	LOC	0.00000	0.00000	0.00000	250	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	2	ORG	0.00000	0.00000	0.00000	176	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	2	PER	0.00000	0.00000	0.00000	163	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	3	LOC	0.00000	0.00000	0.00000	244	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	3	ORG	0.00000	0.00000	0.00000	162	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	3	PER	0.00000	0.00000	0.00000	169	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	4	LOC	0.00000	0.00000	0.00000	232	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	4	ORG	0.00000	0.00000	0.00000	201	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	4	PER	0.00000	0.00000	0.00000	139	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	5	LOC	0.00000	0.00000	0.00000	187	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	5	ORG	0.00000	0.00000	0.00000	202	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	5	PER	0.00000	0.00000	0.00000	154	CRF	2016.conll.freebase.ascii.txt.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	LOC	0.00000	0.00000	0.00000	328	CRF	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	5	1	ORG	0.00000	0.00000	0.00000	205	CRF	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	5	1	PER	0.00000	0.00000	0.00000	669	CRF	2016.conll.freebase.ascii.txt.horus	ner.txt.horus
False	5	1	LOC	0.00000	0.00000	0.00000	244	CRF	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	5	1	ORG	0.00000	0.00000	0.00000	87	CRF	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	5	1	PER	0.00000	0.00000	0.00000	561	CRF	2016.conll.freebase.ascii.txt.horus	emerging.test.annotated.horus
False	5	1	LOC	0.00000	0.00000	0.00000	158	CRF	ner.txt.horus	2015.conll.freebase.horus
False	5	1	ORG	0.00000	0.00000	0.00000	49	CRF	ner.txt.horus	2015.conll.freebase.horus
False	5	1	PER	0.00000	0.00000	0.00000	270	CRF	ner.txt.horus	2015.conll.freebase.horus
False	5	1	LOC	0.00000	0.00000	0.00000	1110	CRF	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	ORG	0.00000	0.00000	0.00000	906	CRF	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	PER	0.00000	0.00000	0.00000	789	CRF	ner.txt.horus	2016.conll.freebase.ascii.txt.horus
True	5	1	LOC	0.00000	0.00000	0.00000	68	CRF	ner.txt.horus	ner.txt.horus
True	5	1	ORG	0.00000	0.00000	0.00000	28	CRF	ner.txt.horus	ner.txt.horus
True	5	1	PER	0.00000	0.00000	0.00000	148	CRF	ner.txt.horus	ner.txt.horus
True	5	2	LOC	0.00000	0.00000	0.00000	54	CRF	ner.txt.horus	ner.txt.horus
True	5	2	ORG	0.00000	0.00000	0.00000	38	CRF	ner.txt.horus	ner.txt.horus
True	5	2	PER	0.00000	0.00000	0.00000	124	CRF	ner.txt.horus	ner.txt.horus
True	5	3	LOC	0.00000	0.00000	0.00000	62	CRF	ner.txt.horus	ner.txt.horus
True	5	3	ORG	0.00000	0.00000	0.00000	41	CRF	ner.txt.horus	ner.txt.horus
True	5	3	PER	0.00000	0.00000	0.00000	130	CRF	ner.txt.horus	ner.txt.horus
True	5	4	LOC	0.00000	0.00000	0.00000	80	CRF	ner.txt.horus	ner.txt.horus
True	5	4	ORG	0.00000	0.00000	0.00000	39	CRF	ner.txt.horus	ner.txt.horus
True	5	4	PER	0.00000	0.00000	0.00000	120	CRF	ner.txt.horus	ner.txt.horus
True	5	5	LOC	0.00000	0.00000	0.00000	61	CRF	ner.txt.horus	ner.txt.horus
True	5	5	ORG	0.00000	0.00000	0.00000	54	CRF	ner.txt.horus	ner.txt.horus
True	5	5	PER	0.00000	0.00000	0.00000	156	CRF	ner.txt.horus	ner.txt.horus
False	5	1	LOC	0.00000	0.00000	0.00000	244	CRF	ner.txt.horus	emerging.test.annotated.horus
False	5	1	ORG	0.00000	0.00000	0.00000	87	CRF	ner.txt.horus	emerging.test.annotated.horus
False	5	1	PER	0.00000	0.00000	0.00000	561	CRF	ner.txt.horus	emerging.test.annotated.horus
False	5	1	LOC	0.00000	0.00000	0.00000	158	CRF	emerging.test.annotated.horus	2015.conll.freebase.horus
False	5	1	ORG	0.00000	0.00000	0.00000	49	CRF	emerging.test.annotated.horus	2015.conll.freebase.horus
False	5	1	PER	0.00000	0.00000	0.00000	270	CRF	emerging.test.annotated.horus	2015.conll.freebase.horus
False	5	1	LOC	0.00000	0.00000	0.00000	1110	CRF	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	ORG	0.00000	0.00000	0.00000	906	CRF	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	PER	0.00000	0.00000	0.00000	789	CRF	emerging.test.annotated.horus	2016.conll.freebase.ascii.txt.horus
False	5	1	LOC	0.00000	0.00000	0.00000	328	CRF	emerging.test.annotated.horus	ner.txt.horus
False	5	1	ORG	0.00000	0.00000	0.00000	205	CRF	emerging.test.annotated.horus	ner.txt.horus
False	5	1	PER	0.00000	0.00000	0.00000	669	CRF	emerging.test.annotated.horus	ner.txt.horus
True	5	1	LOC	0.00000	0.00000	0.00000	56	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	1	ORG	0.00000	0.00000	0.00000	21	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	1	PER	0.00000	0.00000	0.00000	103	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	2	LOC	0.00000	0.00000	0.00000	53	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	2	ORG	0.00000	0.00000	0.00000	19	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	2	PER	0.00000	0.00000	0.00000	103	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	3	LOC	0.00000	0.00000	0.00000	63	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	3	ORG	0.00000	0.00000	0.00000	23	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	3	PER	0.00000	0.00000	0.00000	122	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	4	LOC	0.00000	0.00000	0.00000	50	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	4	ORG	0.00000	0.00000	0.00000	10	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	4	PER	0.00000	0.00000	0.00000	117	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	5	LOC	0.00000	0.00000	0.00000	32	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
True	5	5	ORG	0.00000	0.00000	0.00000	28	CRF	emerging.test.annotated.horus	emerging.test.annotated.horus
